id,name,Description,Quantity,ImageURLs,Category,Inventorization,quantityAvailable,Ед. Изм.,Состояние ,Комментарии От Нечаева ,Комментарии кладовщика ,Ответ проектного отдела 
538,Стакан ,Материал:стекло,1,https://imgur.com/GNGYiU4,Аренда/Доп.оборудование,,1,,,,,
540,Стаканы граненые,Материал:стекло 20мл,4,https://imgur.com/QdsJf0T,Аренда/Доп.оборудование,,4,,,,,
541,Домики,"Х-образные, в разобранном виде.Материал:дерево,фанера",2,https://imgur.com/bixMRzv,Аренда/Мебель/Улияная мебель ,,2,,,,,
542,Стеклодомкрат Dexter,"Устройство пзволяет безопасно перемщать стеклянные панели,кафель а также изделия из других материалов с места на место,если не за что ухватиться.Устройство состоит из корпуса ручки и установленной в нем резиновой диафрагмы,работающей по принцыпу вакуумной присоски.",1,https://imgur.com/59kh2uB,Инструменты/Ручной инструмент,,1,шт.,,,,
543,Стеллажи металлические,"Сборный,может собираться как с 3-мя полками так и с 4-мя.Комплектация:стойки 4шт,полки.",10,https://imgur.com/8dQTUas,Аренда/Доп.оборудование,,10,компл.,"Утилизация/продажа, Имеются повреждения",,,
544,Стеллаж деревянный черный,Материал:дерево в собранном виде,1,https://imgur.com/gNCGHlI,Аренда/Доп.оборудование,,1,шт.,Утилизация/продажа,,,
547,Степлер канцелярский ,"Предназначен для работы с документацией, скоб в комплекте нет",14,https://imgur.com/zA8DoPN,Аренда/Доп.оборудование,,14,шт.,,,,
548,Степлер строительный GS,,2,https://imgur.com/8km8Cog,,,2,,,,,
549,Степлер строительный Вихрь,,1,https://imgur.com/m3GPHlr,,,1,,,,,
550,Степлер строительный синий,,2,https://imgur.com/ScH1Wfi,,,2,,,,,
551,Степлер строительный Dexter (металлический),,2,https://imgur.com/PEZGFC3,,,2,,,,,
552,Степлер строительный Dexter (металлический),,1,https://imgur.com/cvcAyOU,,,1,,,,,
553,Степлер строительный Dexter (пластиковый),,1,https://imgur.com/Oe5oUm7,,,1,,,,,
554,Степлер строительный Work,,3,https://imgur.com/5rfz5PF,,,3,,,,,
555,Степлер GROSS,,1,https://imgur.com/lBYoNa0,,,1,,,,,
556,Степлер GS,,2,https://imgur.com/sjdYixs,,,2,,,,,
557,Степлер WORK,,4,https://imgur.com/oEHBeUb,,,4,,,,,
559,Стиралка для маркерной доски,"Предназначен для сухого стирания надписей,сделанных маркером для белых досок",3,https://imgur.com/gpWhrWG,Аренда/Доп.оборудование,,3,шт.,Имеются повреждения,,,
560,Стелаж,"Материал:ЛДСП.Размер:длина 105см,глубина32,высота71см",1,https://imgur.com/undefined,Аренда/Стойки ресепшн,,1,шт.,Рабочее,,,
561,Стелаж,"Открытый 5 полок,материалЛДСП,размер:высота 190см,длина 50см,глубина 25см",2,https://imgur.com/hTHROWW,Аренда/Стойки ресепшн,,2,,,,,
562,Стойка баскетбольного кольца,"Конструкция  металлическая, в комплект не входит сетка для забрасывания мяча и самого мяча",1,https://imgur.com/XJqOmtt,Аренда/Аттракционы,,1,шт.,,,,
563,Стойка для навигации под крепление ПВХ трубок,,4,https://imgur.com/vheO6jU,,,4,,,,,
564,Стойка для планшета,,1,https://imgur.com/dm2nBbv,,,1,,,,,
565,Стойка навигации 2,,9,https://imgur.com/nQ7c7B2,,,9,,,,,
566,Стойка навигация,,3,https://imgur.com/uKTGDyd,,,3,,,,,
567,Ресепшн Фреш бар,"Материал:ЛДСП,размер:глубина 43см,длина 120см,высота120см.",1,https://imgur.com/DnAfQlX,,,1,,,,,
568,"Стол ""Гидра"" стеклянный","Материал: ножки мелаллические хромированные на присоске,столешница стекло.",2,https://imgur.com/X82mzNt,Аренда/Мебель/Столы,,2,,,,,
569,"Стол ""Гидра"" стеклянный 2","Материал: ножки мелаллические хромированные на присоске,столешница стекло.",5,https://imgur.com/TFodmmu,Аренда/Мебель/Столы,,5,,,,,
570,Стол ,"Журнальный, материал ЛДСП (матовое покрытие) .Размер:длина150см,глубина 70см,высота 50см",2,https://imgur.com/acTNpG1,Аренда/Мебель/Столы,,2,,,,,
571,Стол белый большой 180/80,,1,https://imgur.com/ZB5LrSa,Аренда/Мебель/Столы,,1,,,,,
572,Стол белый Тулип ,"Размер:ширина столешницы 60см , высота стола 72 см,материал:ножка металлическая,столешница МДФ",3,https://imgur.com/XhiBACO,Аренда/Мебель/Столы,,3,,,,,
573,Стол большой,,1,https://imgur.com/bYv1Zrm,Аренда/Мебель/Столы,,1,,,,,
574,Стол детский,"Столешница в виде зверюшки на 4-х ножках.Материал:столешницы МДФ, ножки деревянные.",2,https://imgur.com/rHisJJx,Аренда/Мебель/Столы,,2,,,,,
575,Стол журнальный деревянный белый,,3,https://imgur.com/MHOieSE,Аренда/Мебель/Столы,,3,,,,,
576,Стол журнальный деревянный черный,,3,https://imgur.com/HvAYY4R,Аренда/Мебель/Столы,,3,,,,,
577,Стол журнальный прямоугольный белый,,8,https://imgur.com/ICTgc5w,Аренда/Мебель/Столы,,8,,,,,
578,Стол журнальный серый,,2,https://imgur.com/kdwqke1,Аренда/Мебель/Столы,,2,,,,,
579,Стол ИКЕА Стандарт белая,,16,https://imgur.com/1uma831,Аренда/Мебель/Столы,,16,,,,,
580,Стол Лидер,,5,https://imgur.com/1i297MV,Аренда/Мебель/Столы,,5,,,,,
581,Стол Лидер белый,,1,https://imgur.com/3PjB4ML,Аренда/Мебель/Столы,,1,,,,,
582,Стол Найла,,2,https://imgur.com/q3VEA5R,Аренда/Мебель/Столы,,2,,,,,
583,Стол обеденный Livadia черные ножки металл,,4,https://imgur.com/QvFOJRi,Аренда/Мебель/Столы,,4,,,,,
584,Стол переговорный овальный Лофт,,1,https://imgur.com/RFSzM4I,Аренда/Мебель/Столы,,1,,,,,
585,Стол пластиковый детский,,3,https://imgur.com/NkKrk9z,Аренда/Мебель/Столы,,3,,,,,
586,Стол с офиса,,1,https://imgur.com/HjeHMFR,Аренда/Мебель/Столы,,1,,,,,
587,Стол Сингента,,1,https://imgur.com/Hfz9OCO,Аренда/Мебель/Столы,,1,,,,,
588,Стол Eames на деревянных ножках,,15,https://imgur.com/nhH4jdJ,Аренда/Мебель/Столы,,15,,,,,
589,Стол Eames стеклянный,,4,https://imgur.com/K9nhiVY,Аренда/Мебель/Столы,,4,,,,,
590,Столбик ограждения позолоченный,,2,https://imgur.com/CiS3Hvg,Аренда/Декор ,,2,,,,,
591,Столик журнальный прямоугольник черный,,1,https://imgur.com/lSc7F5w,Аренда/Мебель/Столы,,1,,,,,
592,Столик интерьерный с белым мрамором,,3,https://imgur.com/PL3pUiO,Аренда/Мебель/Столы,,3,,,,,
593,"Стрейч-пленка втор.сыр для ручн уп 20 мкм 50см,2кг нетто,6 шт./уп (СТП)",,9,https://imgur.com/FaGKft2,Расходники/упаковочный материал,,9,,,,,
594,Стремянка,,2,https://imgur.com/3mgKryi,Инструменты/Ручной инструмент,,2,,,,,
595,Струбцина с пружинным зажимом Dexter 100 мм,,2,https://imgur.com/PDLAiOX,,,2,,,,,
596,Струбцины пистолетные,,2,https://imgur.com/FaoLerI,,,2,,,,,
597,Стул барный со спинкой,,2,https://imgur.com/o7lKaol,Аренда/Мебель/Стулья,,2,,,,,
598,Стул барный Zeta экокожа белый,,6,https://imgur.com/01eGDse,Аренда/Мебель/Стулья,,6,,,,,
599,Стул белый детский дерев зверушка,,4,https://imgur.com/jCMDvEL,Аренда/Мебель/Стулья,,4,,,,,
600,Стул деревянный распись хохлома  детский,,4,https://imgur.com/ftg03mo,Аренда/Мебель/Стулья,,4,,,,,
601,Стул зеленый пластмассовый детский,,3,https://imgur.com/myoHJGk,Аренда/Мебель/Стулья,,3,,,,,
602,Стул оранжевый EAMES,,18,https://imgur.com/n7ZA4hJ,Аренда/Мебель/Стулья,,18,,,,,
603,Стул офисный ИЗО черный,,15,https://imgur.com/NaXjnWK,,,15,,,,,
604,Стул Пекин белый эко-кожа Пекин,,38,https://imgur.com/FCdCo4N,Аренда/Мебель/Стулья,,38,,,,,
605,Стул пластмассовый детский,,3,https://imgur.com/G3zRhmb,Аренда/Мебель/Стулья,,3,,,,,
606,Стул раскладной LITE,,45,https://imgur.com/lcpocOi,Аренда/Мебель/Стулья,,45,,,,,
607,Стул черный,,2,https://imgur.com/e2uyHVF,Аренда/Мебель/Стулья,,2,,,,,
608,Стул Eames белый,,54,https://imgur.com/LNA3jVq,Аренда/Мебель/Стулья,,54,,,,,
609,Стул Eames белый с черными металлическими ножками,,10,https://imgur.com/yxD9ity,Аренда/Мебель/Стулья,,10,,,,,
610,Стулья барные белые,,20,https://imgur.com/7x4KvsJ,Аренда/Мебель/Стулья,,20,,,,,
611,Ступени погрузочные,,1,https://imgur.com/MoECk0c,,,1,,,,,
612,Сумка для противогаза,,12,https://imgur.com/k6YzSon,,,12,,,,,
613,Сумка поясная Брайт,,2,https://imgur.com/oaqZjZQ,,,2,,,,,
614,Сумка с деревянными кубиками,,1,https://imgur.com/yqZDoOv,,,1,,,,,
615,Сумка холодильник,,6,https://imgur.com/HJHf01a,,,6,,,,,
616,Сумка шоппер,,8,https://imgur.com/tCzES96,,,8,,,,,
617,Сундук деревянный большой,,1,https://imgur.com/OqFU1Xa,,,1,,,,,
618,Сундук плетеный,,1,https://imgur.com/pHeeJE4,,,1,,,,,
619,Таблички для навигации,,13,https://imgur.com/IoHK6gG,,,13,,,,,
620,Таблички навигации ПВХ ассортимент,,72,https://imgur.com/JOpSoeX,,,72,,,,,
621,Таблички пластиковые,,5,https://imgur.com/TbSKIS5,,,5,,,,,
622,Табло судейское,,1,https://imgur.com/xpwtw8R,,,1,,,,,
623,"Табуретка детская, народная роспись",,2,https://imgur.com/boWOjJt,,,2,,,,,
624,Тарелки,,26,https://imgur.com/i7VjrfS,,,26,,,,,
625,Тейбл маленький,,5,https://imgur.com/sVz79fG,,,5,,,,,
626,Тейбл тент А5 на пластиковых подставках,,4,https://imgur.com/ISMYzmd,,,4,,,,,
627,Тейбл тент А6 с деревянным основанием,,15,https://imgur.com/7AGaUGC,,,15,,,,,
628,Тейбл Тент вертикальный А4,,15,https://imgur.com/1kk7BU7,,,15,,,,,
629,Тейбл Тент светящийся,,4,https://imgur.com/XzkaNZ7,,,4,,,,,
630,Телевизор TOSHIBA,,1,https://imgur.com/vvp2pVe,,,1,,,,,
631,Телескоп,,1,https://imgur.com/CGjp7CV,,,1,,,,,
633,Телефон проводной с определителем Yealink,,1,https://imgur.com/eVu5OK5,,,1,,,,,
634,Тенд,,2,https://imgur.com/R4YaLwl,,,2,,,,,
635,Теннисный мячик,,7,https://imgur.com/29wGcds,,,7,,,,,
636,Тент зонта уличного,,11,https://imgur.com/XtNCuUM,,,11,,,,,
637,Тент от квадратной палатки,,1,https://imgur.com/1eQuTqm,,,1,,,,,
638,Термопресс,,1,https://imgur.com/W4mZ6Jo,,,1,,,,,
639,Термосумка,,1,https://imgur.com/75zB3Dt,,,1,,,,,
640,Термосумка СИНГЕНТА,,1,https://imgur.com/UcniUai,,,1,,,,,
641,Ткани пакет(7 цветов),,7,https://imgur.com/lD9qZhD,,,7,,,,,
642,Топор с деревянной ручкой,,4,https://imgur.com/rtCecQm,,,4,,,,,
643,Торшер черный,,1,https://imgur.com/cGW0HvE,,,1,,,,,
644,Точилка с бачком,,1,https://imgur.com/KKAR3c3,,,1,,,,,
645,Трибуна спикера,,2,https://imgur.com/l7wPvji,,,2,,,,,
646,Труба-основание Г-образного флагштока,,14,https://imgur.com/FyDdiTc,,,14,,,,,
647,Труба-основание зонта,,14,https://imgur.com/9pTyCot,,,14,,,,,
648,Труба-основание флагштока-виндера,,49,https://imgur.com/hUo3wGO,,,49,,,,,
649,Труба-фиксатор зонта уличного,,17,https://imgur.com/fvzNkv5,,,17,,,,,
650,Тубус для ключей,,1,https://imgur.com/P0XdYRB,,,1,,,,,
651,Тумба-станция еды,,4,https://imgur.com/pLJts30,,,4,,,,,
652,Тяпка,,1,https://imgur.com/FcGGyOq,,,1,,,,,
653,Угольник Matrix,,1,https://imgur.com/FylKM0t,,,1,,,,,
654,Удлинитель,,20,https://imgur.com/bSMU6fI,,,20,,,,,
655,Удлинитель 100м,,1,https://imgur.com/L9B2HJ9,,,1,,,,,
656,Удлинитель 25м,,1,https://imgur.com/S4g40u0,,,1,,,,,
657,Удлинитель для шнека,,1,https://imgur.com/30u5Ivy,,,1,,,,,
658,Удлинитель 20 м.,,1,https://imgur.com/p8VzDFs,,,1,,,,,
659,Указатели дорожные,,1,https://imgur.com/C85PxjU,,,1,,,,,
660,Умная RGB лампочка,,2,https://imgur.com/KmIp4Jf,,,2,,,,,
661,Умывальник Мойдодыр,,7,https://imgur.com/8clcxiK,,,7,,,,,
662,Урна маленькая хром,,1,https://imgur.com/XbShD0S,,,1,,,,,
663,Урна металлическая хром старая,,2,https://imgur.com/pfjNoUB,,,2,,,,,
664,Урна пластиковая 60л,,1,https://imgur.com/EMKuU70,,,1,,,,,
665,Урна пластиковая с нажимным механизмом маленькая,,9,https://imgur.com/uBhltdF,,,9,,,,,
666,Урна с крышкой большая хром,,5,https://imgur.com/LUPBL78,,,5,,,,,
667,Урна средняя хром,,1,https://imgur.com/EejDfG6,,,1,,,,,
668,Уровень алюминиевый фрезерный 2м,,3,https://imgur.com/MPqggjV,,,3,,,,,
669,"Уровень большой, 3 глазка",,2,https://imgur.com/B8NUg8r,,,2,,,,,
670,Утюг Rowenta autosteam,,1,https://imgur.com/quKxDIQ,,,1,,,,,
671,Утяжелитель бетонный с перфорацией,,22,https://imgur.com/oKIu1Uh,,,22,,,,,
672,Утяжелители для зонтов гранитный с ручкой 30 кг,,20,https://imgur.com/Bc86i4p,,,20,,,,,
673,"УШМ болгарка сетевая ""Победа""",,1,https://imgur.com/yk7fYyZ,,,1,,,,,
674,Фитбол блестящий,,4,https://imgur.com/kyvUOZI,,,4,,,,,
675,Фитбол голубой,,9,https://imgur.com/niBgkx4,,,9,,,,,
676,Фитбол детский с ручкой желтый,,2,https://imgur.com/4usaB1W,,,2,,,,,
677,Фитбол детский с ручкой фиолетовый,,2,https://imgur.com/sDwzHjj,,,2,,,,,
678,Фитбол черный,,4,https://imgur.com/7uDK32S,,,4,,,,,
679,Флагшток Виндер,,49,https://imgur.com/HmoVaxx,,,49,,,,,
680,Флагшток Г-образный,,7,https://imgur.com/DICTlVl,,,7,,,,,
681,Флипчарт,,3,https://imgur.com/bTXm76c,,,3,,,,,
682,Фломастеры,,1,https://imgur.com/PuRiBuC,,,1,,,,,
683,Фломастеры 10 цветов,,2,https://imgur.com/CUqLaqE,,,2,,,,,
684,Фонарь электрический с имитацией пламени,,8,https://imgur.com/IDOOZ1y,,,8,,,,,
685,"Фонарь налобный аккумуляторный, XL-588",,2,https://imgur.com/pwjMhOr,,,2,,,,,
686,Фонарь налобный КОСМОС,,2,https://imgur.com/Jq334Z5,,,2,,,,,
687,Фонарь налобный Яркий луч,,2,https://imgur.com/SGwf7k3,,,2,,,,,
688,Фонарь налобный Navigator,,4,https://imgur.com/3Xy8Z3y,,,4,,,,,
689,Фото зона Хохлома,,1,https://imgur.com/YPT9OAL,,,1,,,,,
690,Фото зона с пайетками,,2,https://imgur.com/lIQOiPp,,,2,,,,,
691,Фурнитура глаза,,2,https://imgur.com/jvpvZGc,,,2,,,,,
692,Футбол настольный,,2,https://imgur.com/myeoJ0T,,,2,,,,,
693,Футболка белая BASF,,3,https://imgur.com/aElMcIA,,,3,,,,,
694,Футболка оранжевая без надписи,,4,https://imgur.com/ST4oiFA,,,4,,,,,
695,Халаты ЩЁЛКОВО,,41,https://imgur.com/CPnYWZI,,,41,,,,,
696,Хоккеист статуэтка,,3,https://imgur.com/kBoL5Af,,,3,,,,,
697,Холодильник,,1,https://imgur.com/EhmYxuu,,,1,,,,,
698,Холодильник Индезит,,2,https://imgur.com/WrBEkHr,,,2,,,,,
699,Холодильник контейнер,,5,https://imgur.com/LLzffij,,,5,,,,,
700,Холодильник контейнер без ручки,,1,https://imgur.com/gW3YjKq,,,1,,,,,
701,Холодильный ларь Liebherr,,1,https://imgur.com/ksKZNqB,,,1,,,,,
702,Худи белая с цветными буквами Брайт,,1,https://imgur.com/09DAvou,,,1,,,,,
703,Худи серый,,3,https://imgur.com/VrWyvIn,,,3,,,,,
704,Цветная бумага,,1,https://imgur.com/hks7KTa,,,1,,,,,
705,Цифры деревянные синие,,6,https://imgur.com/XIEhf8e,,,6,,,,,
706,Чайник на колесах,,8,https://imgur.com/6cSnFRv,,,8,,,,,
707,Чайник со свистком,,1,https://imgur.com/HryHOGS,,,1,,,,,
708,Чайник электрический,,2,https://imgur.com/yGCVVst,,,2,,,,,
709,Чемодан дорожный,,2,https://imgur.com/97Yt9Eg,,,2,,,,,
710,Чемодан Ретро большой,,1,https://imgur.com/rL3D1uR,,,1,,,,,
711,Чемодан Ретро малый,,1,https://imgur.com/RiNnCWx,,,1,,,,,
712,Чехлы большие белые,,2,https://imgur.com/NThuVZJ,,,2,,,,,
713,Чехлы для флагштоков-виндеров,,49,https://imgur.com/HBn5deJ,,,49,,,,,
714,Чехлы кресел-груш,,63,https://imgur.com/DJ1Ju1n,,,63,,,,,
715,Чехлы на подушки Щелково,,8,https://imgur.com/9pqPbru,,,8,,,,,
716,Чехол велюровый темно бирюзовый,,24,https://imgur.com/xg5TWvQ,,,24,,,,,
717,Чехол для одежды черный,,4,https://imgur.com/YXHMO1L,,,4,,,,,
718,Чехол на фит-бол новогодний,,21,https://imgur.com/q8fmqJn,,,21,,,,,
719,Чешки черные,,6,https://imgur.com/LGozm38,,,6,,,,,
720,Шайба,,1,https://imgur.com/z4BxA7R,,,1,,,,,
721,Шапка мухомора,,3,https://imgur.com/JPjVQq1,,,3,,,,,
722,Шапка новогодняя синяя,,3,https://imgur.com/ouTybw2,,,3,,,,,
723,Шапки красные новогодние,,9,https://imgur.com/MIgp3ia,,,9,,,,,
724,Шарики,,5,https://imgur.com/mRpDZGV,,,5,,,,,
725,Шары длинные тонкие,,100,https://imgur.com/6cN5foq,,,100,,,,,
726,Шары круглые цветные,,160,https://imgur.com/v0kzL7z,,,160,,,,,
727,Шары прозрачные,,650,https://imgur.com/ktbUh1o,,,650,,,,,
728,Шары фигурные,,177,https://imgur.com/GdUaMkY,,,177,,,,,
729,Шатер звезда 16м,,3,https://imgur.com/lHOmrM8,,,3,,,,,
730,Шатер звезда 8м,,5,https://imgur.com/qLjOI07,,,5,,,,,
731,Гигантские шахматы ( комплект 32 шт),,32,https://imgur.com/4IOCUT1,,,32,,,,,
732,Гигантские шашки ( комплект 24 шт),,24,https://imgur.com/Pya9Nek,,,24,,,,,
733,Швабра с отжимом,,1,https://imgur.com/UwklXHq,,,1,,,,,
734,Швейный набор,,3,https://imgur.com/tgWAvhK,,,3,,,,,
735,Шестеренки деревянные,,19,https://imgur.com/SX3vPMl,,,19,,,,,
736,Ширма,,2,https://imgur.com/9LqGqMs,,,2,,,,,
737,Шкатулки со стеклом,,2,https://imgur.com/HsN0fm2,,,2,,,,,
738,Шкаф,,2,https://imgur.com/DccPB2R,,,2,,,,,
739,Шляпа черная бархатная ковбойская,,2,https://imgur.com/l8MHVjR,,,2,,,,,
740,Шляпки маленькие розовые,,6,https://imgur.com/PyJxphn,,,6,,,,,
741,Шляпы ассортимент,,2,https://imgur.com/wLt09UQ,,,2,,,,,
742,Шляпы ковбойские (кожаные),,2,https://imgur.com/jFeIonG,,,2,,,,,
743,Шляпы ковбойские (соломенные),,2,https://imgur.com/92gyQSS,,,2,,,,,
744,Шляпы соломенная,,2,https://imgur.com/MIgp3ia,,,2,,,,,
745,Шнек для бура 150,,1,https://imgur.com/dnPQToc,,,1,,,,,
746,Шнек для бура 200,,1,https://imgur.com/I4OiOVj,,,1,,,,,
747,Шнурки силиконовые,,1,https://imgur.com/6RMZ6og,,,1,,,,,
748,Шнурки цветные резиновые,,1,https://imgur.com/pTfOeQP,,,1,,,,,
749,Шорты темно-серые,,3,https://imgur.com/undefined,,,3,,,,,
750,Шпагат полипропиленовый белый 100м,,1,https://imgur.com/UkLOLIH,,,1,,,,,
751,Шпагат полиуретановый б/у,,7,https://imgur.com/ZEGrYGr,,,7,,,,,
752,Шпатель фуговальный резиновый,,1,https://imgur.com/VOh5NN4,,,1,,,,,
753,Штатив для осветительных приборов,,2,https://imgur.com/dfcwTMq,,,2,,,,,
754,Штора серая на карнизе,,1,https://imgur.com/XZlcMpc,,,1,,,,,
755,Штора черная на карнизе,,1,https://imgur.com/Rx8flLn,,,1,,,,,
756,Шторка бирюзовая,,3,https://imgur.com/wcmhY35,,,3,,,,,
757,Шуруповерт аккумуляторный Спец,,1,https://imgur.com/uDI4dql,,,1,,,,,
758,Шуруповерт PIT,,2,https://imgur.com/pkl0jRf,,,2,,,,,
759,Яблоко,,2,https://imgur.com/KljnCtR,,,2,,,,,
760,Ящик деревянный большой,,1,https://imgur.com/CJIBxTs,,,1,,,,,
761,Ящик деревянный маленький,,1,https://imgur.com/9YEfrgi,,,1,,,,,
762,Ящик деревянный на А2/.4,,2(!),https://imgur.com/27jYxww,,,2(!),,,,,
763,Ящик из ротанга с пеньковой веревкой,,1,https://imgur.com/fzHGEEM,,,1,,,,,
764,Ящик плетеный,,2,https://imgur.com/rRfVDhn,,,2,,,,,
765,Ящик прозрачный с саморезами,,6,https://imgur.com/MM9fzoX,,,6,,,,,
766,Ящик с аптечками,,1,https://imgur.com/h0eBnsg,,,1,,,,,
767,Ящик с белой сеткой из крученой веревки,,1,https://imgur.com/liyT96C,,,1,,,,,
768,Ящик с болтами,,4,https://imgur.com/399WMYv,,,4,,,,,
769,Ящик с инструментами,,9,https://imgur.com/iAeP6ra,,,9,,,,,
770,Ящик с крепежами FIT,,1,https://imgur.com/wNcPRCO,,,1,,,,,
771,Ящик со скотчем и сигнальными лентами,,1,https://imgur.com/BQTHB4P,,,1,,,,,
772,Ящик со швейными принадлежностями,,5,https://imgur.com/cYWJZA0,,,5,,,,,
773,Angry Birds игрушки для метания (10 шт.компл),,1,https://i.imgur.com/modwKWg.jpg,,,1,,,,,
774,Angry Birds рогатка,,1,https://imgur.com/CziV2VK,,,1,,,,,
775,Attache карандаш grip мех.с ластик.0.7мм #3,,10,https://imgur.com/kgEF2XG,,,10,,,,,
776,Ваза цилиндрическая стекло напольная,,1,https://imgur.com/LUgsdQd,,,1,,,,,
777,Бумажный наполнитель,,1 кор,https://imgur.com/9T0lT5I,,,1 кор,,,,,
778,Ведро металлическое,,2,https://imgur.com/LWxt2Az,,,2,,,,,
779,Игрушка деревянная динозавр,,1,https://imgur.com/3TRkfKr,,,1,,,,,
780,Игрушка револьвер 20 см,,1,https://imgur.com/Wd3Bjsj,,,1,,,,,
781,Канат джутовый,,3,https://imgur.com/u4NQQWB,,,3,,,,,
782,Настольная игра UNO,,1,https://imgur.com/I82l0Yh,,,1,,,,,
783,Карты игральные,,1,https://imgur.com/2qnZcNE,,,1,,,,,
784,Настольная игра покер,,1,https://imgur.com/picEu48,,,1,,,,,
785,Набор Г-образных ключей torx,,1,https://imgur.com/LpOnE0L,,,1,,,,,
786,Комплект паллетной мебели,,2,https://imgur.com/c5wPVPw,,,2,,,,,
787,Крючки металлические для одежды,,21,https://imgur.com/mouOfiS,,,21,,,,,
788,Мишень бумажная,,18,https://imgur.com/Ka0f6Sf,,,18,,,,,
789,Мягкие игрушки для метания яблочки,,44,https://imgur.com/Z1Naz7N,,,44,,,,,
790,Клиентский набор,,4,https://imgur.com/FeGlbMt,,,4,,,,,
791,Настольная игра мафия,,1,https://imgur.com/1U3DewQ,,,1,,,,,
793,Настольная игра скажи иначе,,1,https://imgur.com/a2r3cP5,,,1,,,,,
794,Настольная игра Activity,,1,https://imgur.com/D3ZUW3Z,,,1,,,,,
795,Ремень стяжной,"Это приспособление для надежной фиксации и крепления грузов,обеспечивающие их безопасную транспортировку или хранение.",4,https://imgur.com/hD5ihZw,Инструменты/Ручной инструмент,,4,шт.,Рабочее,,,
796,Рохля,"Гидравлическая тележка-специализированное складское оборудование,которое позволяет перемещать грузы на поддонах.",1,https://imgur.com/hURYqIn,Инструменты/Ручной инструмент,,1,шт.,Рабочее,,,
797,Фонарь,Винтажный деревянный фонарь с черной металлической крышкой,3,https://imgur.com/tbdiVkC,Аренда/Декор ,,3,шт.,Рабочее,,,
798,Ярмарочные домики ,"Мдульные конструкции,которые используют для оформления и организации различных мероприятий.Материал:дерево.",3,https://imgur.com/tNM3VtZ,Аренда/Аттракционы,,3,шт.,Рабочее,,,
799,Стакан пластиковый,Одноразовый 200мл,12,https://imgur.com/F1pkIgz,Расходники/Одноразовая посуда,,12,шт.,,,,
800,Стакан бумажный,Одноразовый 200мл,584,https://imgur.com/fVjAACe,Расходники/Одноразовая посуда,,584,шт.,,,,
801,Стакан бумажный,Одноразовый 200мл,24,https://imgur.com/1GiTYDA,Расходники/Одноразовая посуда,,24,шт.,,,,
802,Стол Eames c белыми металлическими ножками,"На 4-х ножках.Материал:металлические ножки,столешница МДФ",6,https://imgur.com/c2cCi8f,Аренда/Мебель/Столы,,6,компл.,Имеются повреждения,,,
803,Стол Eames обеденный,"На 3-х ножках.Материал:металлические ножки,столешница МДФ",4,https://imgur.com/AAh8tnP,Аренда/Мебель/Столы,,4,компл.,Имеются повреждения,,,
804,Контейнер с цветными карандашами,В асс-те разноцветные для рисования,1,https://imgur.com/1GiTYDA,Расходники/Прочее,,1,набор,Рабочее,,,
805,Контейнер с фломастерами,В асс-те разноцветные для рисования,1,https://imgur.com/XTbuVwM,Расходники/Прочее,,1,набор,Рабочее,,,
806,Стол для регистрации раскладной,"Рекламный стол.Материал:металлический каркас.Комплектация:стол,чехол",1,https://imgur.com/2csvXxu,Аренда/Мебель/Столы,,1,компл.,Неизвестно,,,
807,Корзина ,"На 4х колесиках с перфорацией, предназначена для хранения мелочей и аксессуаров,материал:пластик",2,https://imgur.com/rPqzmRM,Аренда/Доп.оборудование,,2,шт.,Рабочее,,,
808,Колья для полевой ленты,"Используются для фиксирования землемерных лент начало и конец,материал:дерево",300,https://imgur.com/JA91wzv,Расходники/Строительные,,300,шт.,Рабочее,,,
809,Короба,Предназначены для создания стендов отображения информации.Материал:фанера 10мм,44,https://imgur.com/4HoGeKg,Аренда/Тентовые конструкции,,44,шт.,Рабочее,,,
810,Световая фигура заяц,"Декорация для празничных мероприятий.Комплект:каркасная фигура из металла,гирлянда с несколькими режимами,блок питания,провод.",2,https://imgur.com/4S9d8I9,Аренда/Декор ,,2,компл.,Неизвестно,,,
811,Световая фигура дракон,"Декорация для празничных мероприятий.Комплект:каркасная фигура из металла,гирлянда с несколькими режимами,блок питания,провод.",1,https://imgur.com/4TX32sX,Аренда/Декор ,,1,компл.,Неизвестно,,,
812,Световая фигура Медведь,"Декорация для празничных мероприятий.Комплект:каркасная фигура из металла,гирлянда с несколькими режимами,блок питания,провод.",1,https://imgur.com/lt7bDmh,Аренда/Декор ,,1,компл.,Неизвестно,,,
813,Световая фигура Олень,"Декорация для празничных мероприятий.Комплект:каркасная фигура из металла,гирлянда с несколькими режимами,блок питания,провод.",2,https://imgur.com/OKaq5cr,Аренда/Декор ,,2,компл.,,,,
814,Тележка хозяйственная,Двухколесное металлическое оборудование для транспортировки грузов вытянутой формы,1,https://imgur.com/El3z2qK,Инструменты/Ручной инструмент,,1,шт.,Рабочее,,,
815,Тачка строительная,Предназначена для транспортировки тяжелых строительных материалов.,1,https://imgur.com/C6Xd4w3,Инструменты/Ручной инструмент,,1,шт.,Рабочее,,,
816,Палатка  техническая  4/4 ,,1,https://imgur.com/LPYntu0,Аренда/Тентовые конструкции,,1,компл.,,,,
817,Палатка техническая 4/8 ,,1,https://imgur.com/jJRwuaK,Аренда/Тентовые конструкции,,1,компл.,,,,
